JoinField,PresDem,PresRep,PresTot,tot_vote_2018_weighted,,board,portion,
COOK:9500051,336,176,523,175.0359114,COOK:9500051,COOK,,175
COOK:7200030,335,382,729,174.5149712,COOK:7200030,COOK,,175
COOK:7800004,335,292,637,174.5149712,COOK:7800004,COOK,,175
COOK:8000031,335,403,762,174.5149712,COOK:8000031,COOK,,175
COOK:8400002,335,418,768,174.5149712,COOK:8400002,COOK,,175
COOK:9400019,335,242,585,174.5149712,COOK:9400019,COOK,,175
COOK:7400025,334,297,645,173.9940309,COOK:7400025,COOK,,174
COOK:7900064,334,272,623,173.9940309,COOK:7900064,COOK,,174
COOK:8600053,334,631,1024,173.9940309,COOK:8600053,COOK,,174
COOK:8700065,516,364,896,173.6712431,COOK:8700065,COOK,0.336572177,174
COOK:8000040,333,415,771,173.4730907,COOK:8000040,COOK,,173
COOK:9300035,333,200,541,173.4730907,COOK:9300035,COOK,,173
COOK:9300048,333,249,597,173.4730907,COOK:9300048,COOK,,173
COOK:9901001,333,123,465,173.4730907,COOK:9901001,COOK,,173
COOK:7800034,332,293,635,172.9521505,COOK:7800034,COOK,,173
COOK:8700030,332,234,581,172.9521505,COOK:8700030,COOK,,173
COOK:8800019,332,435,810,172.9521505,COOK:8800019,COOK,,173
COOK:7200062,331,341,680,172.4312103,COOK:7200062,COOK,,172
COOK:7100008,330,292,638,171.9102701,COOK:7100008,COOK,,172
COOK:7100052,330,36,372,171.9102701,COOK:7100052,COOK,,172
COOK:8000082,330,298,647,171.9102701,COOK:8000082,COOK,,172
COOK:9500055,330,31,362,171.9102701,COOK:9500055,COOK,,172
COOK:7900062,329,474,827,171.3893299,COOK:7900062,COOK,,171
COOK:8100028,329,154,493,171.3893299,COOK:8100028,COOK,,171
COOK:8600037,329,369,712,171.3893299,COOK:8600037,COOK,,171
COOK:9600063,329,305,641,171.3893299,COOK:9600063,COOK,,171
COOK:8600054,328,400,756,170.8683897,COOK:8600054,COOK,,171
COOK:9300051,328,210,548,170.8683897,COOK:9300051,COOK,,171
COOK:8400004,327,572,918,170.3474495,COOK:8400004,COOK,,170
COOK:8800020,327,432,791,170.3474495,COOK:8800020,COOK,,170
COOK:7200057,325,382,724,169.305569,COOK:7200057,COOK,,169
COOK:8000044,325,194,526,169.305569,COOK:8000044,COOK,,169
COOK:9400012,325,382,749,169.305569,COOK:9400012,COOK,,169
COOK:7000005,325,489,832,169.305569,COOK:7000005,COOK,,169
COOK:8000069,324,398,750,168.7846288,COOK:8000069,COOK,,169
COOK:8900068,324,92,427,168.7846288,COOK:8900068,COOK,,169
COOK:9600067,324,284,624,168.7846288,COOK:9600067,COOK,,169
COOK:9800014,324,187,526,168.7846288,COOK:9800014,COOK,,169
COOK:9400011,323,368,701,168.2636886,COOK:9400011,COOK,,168
COOK:7600006,322,253,581,167.7427484,COOK:7600006,COOK,,168
COOK:7800047,322,295,624,167.7427484,COOK:7800047,COOK,,168
COOK:7900017,322,398,762,167.7427484,COOK:7900017,COOK,,168
COOK:8000051,321,446,793,167.2218082,COOK:8000051,COOK,,167
COOK:8900037,321,35,363,167.2218082,COOK:8900037,COOK,,167
COOK:9500096,321,36,363,167.2218082,COOK:9500096,COOK,,167
COOK:8000002,320,276,607,166.700868,COOK:8000002,COOK,,167
COOK:8800033,320,447,816,166.700868,COOK:8800033,COOK,,167
COOK:8000018,319,270,600,166.1799278,COOK:8000018,COOK,,166
COOK:8600040,319,398,757,166.1799278,COOK:8600040,COOK,,166
COOK:8600048,319,311,672,166.1799278,COOK:8600048,COOK,,166
COOK:8800017,319,563,931,166.1799278,COOK:8800017,COOK,,166
COOK:9400004,319,483,835,166.1799278,COOK:9400004,COOK,,166
COOK:7200059,318,262,599,165.6589876,COOK:7200059,COOK,,166
COOK:8900043,318,35,354,165.6589876,COOK:8900043,COOK,,166
COOK:9800004,318,152,477,165.6589876,COOK:9800004,COOK,,166
COOK:8300057,317,244,577,165.1380473,COOK:8300057,COOK,,165
COOK:8800028,317,132,457,165.1380473,COOK:8800028,COOK,,165
COOK:7400017,317,308,631,165.1380473,COOK:7400017,COOK,,165
COOK:7200055,316,165,487,164.6171071,COOK:7200055,COOK,,165
COOK:7400024,314,390,722,163.5752267,COOK:7400024,COOK,,164
COOK:7502005,313,40,365,163.0542865,COOK:7502005,COOK,,163
COOK:8600058,313,355,688,163.0542865,COOK:8600058,COOK,,163
COOK:9200007,313,243,564,163.0542865,COOK:9200007,COOK,,163
COOK:9800031,313,118,439,163.0542865,COOK:9800031,COOK,,163
COOK:7100003,312,119,440,162.5333463,COOK:7100003,COOK,,163
COOK:8900084,312,258,583,162.5333463,COOK:8900084,COOK,,163
COOK:9905003,311,166,494,162.0124061,COOK:9905003,COOK,,162
COOK:7600036,310,258,579,161.4914659,COOK:7600036,COOK,,161
COOK:8400014,310,235,554,161.4914659,COOK:8400014,COOK,,161
COOK:9500032,310,34,351,161.4914659,COOK:9500032,COOK,,161
COOK:7700007,309,371,684,160.9705256,COOK:7700007,COOK,,161
COOK:8700028,309,207,529,160.9705256,COOK:8700028,COOK,,161
COOK:7504005,308,37,353,160.4495854,COOK:7504005,COOK,,160
COOK:7200051,307,36,345,159.9286452,COOK:7200051,COOK,,160
COOK:7000009,306,268,592,159.407705,COOK:7000009,COOK,,159
COOK:9500031,306,113,425,159.407705,COOK:9500031,COOK,,159
COOK:9500036,306,33,344,159.407705,COOK:9500036,COOK,,159
COOK:9800025,306,140,456,159.407705,COOK:9800025,COOK,,159
COOK:7400026,305,334,660,158.8867648,COOK:7400026,COOK,,159
COOK:9300069,305,252,568,158.8867648,COOK:9300069,COOK,,159
COOK:7600013,304,184,493,158.3658246,COOK:7600013,COOK,,158
COOK:8300040,304,242,558,158.3658246,COOK:8300040,COOK,,158
COOK:8300005,302,303,613,157.3239442,COOK:8300005,COOK,,157
COOK:9300011,302,284,601,157.3239442,COOK:9300011,COOK,,157
COOK:9500059,302,40,347,157.3239442,COOK:9500059,COOK,,157
COOK:9700043,302,25,332,157.3239442,COOK:9700043,COOK,,157
COOK:7100039,300,90,397,156.2820637,COOK:7100039,COOK,,156
COOK:9300046,300,219,532,156.2820637,COOK:9300046,COOK,,156
COOK:9400009,300,344,670,156.2820637,COOK:9400009,COOK,,156
COOK:9800013,300,236,561,156.2820637,COOK:9800013,COOK,,156
COOK:8000073,299,433,745,155.7611235,COOK:8000073,COOK,,156
COOK:8600057,299,391,735,155.7611235,COOK:8600057,COOK,,156
COOK:8800003,299,294,608,155.7611235,COOK:8800003,COOK,,156
COOK:9500005,299,74,384,155.7611235,COOK:9500005,COOK,,156
COOK:9800021,299,169,476,155.7611235,COOK:9800021,COOK,,156
COOK:8000078,298,339,644,155.2401833,COOK:8000078,COOK,,155
COOK:7700014,297,584,903,154.7192431,COOK:7700014,COOK,,155
COOK:7900059,297,228,538,154.7192431,COOK:7900059,COOK,,155
COOK:8000062,296,222,528,154.1983029,COOK:8000062,COOK,,154
COOK:8200062,296,220,540,154.1983029,COOK:8200062,COOK,,154
COOK:7100046,295,109,404,153.6773627,COOK:7100046,COOK,,154
COOK:8600062,295,361,708,153.6773627,COOK:8600062,COOK,,154
COOK:9300008,295,271,575,153.6773627,COOK:9300008,COOK,,154
COOK:9300019,295,206,517,153.6773627,COOK:9300019,COOK,,154
COOK:9700006,295,432,778,153.6773627,COOK:9700006,COOK,,154
COOK:7600019,294,333,672,153.1564225,COOK:7600019,COOK,,153
COOK:8600059,294,393,735,153.1564225,COOK:8600059,COOK,,153
COOK:9700033,294,350,664,153.1564225,COOK:9700033,COOK,,153
COOK:7100025,293,103,401,152.6354822,COOK:7100025,COOK,,153
COOK:7100037,293,29,324,152.6354822,COOK:7100037,COOK,,153
COOK:7700004,293,537,838,152.6354822,COOK:7700004,COOK,,153
COOK:7800014,293,255,552,152.6354822,COOK:7800014,COOK,,153
COOK:8000063,293,249,556,152.6354822,COOK:8000063,COOK,,153
COOK:8200011,293,123,424,152.6354822,COOK:8200011,COOK,,153
COOK:9500044,293,23,318,152.6354822,COOK:9500044,COOK,,153
COOK:9700026,293,227,552,152.6354822,COOK:9700026,COOK,,153
COOK:9700077,293,300,608,152.6354822,COOK:9700077,COOK,,153
COOK:9400014,292,483,829,152.114542,COOK:9400014,COOK,,152
COOK:8000041,291,254,556,151.5936018,COOK:8000041,COOK,,152
COOK:8200052,291,302,627,151.5936018,COOK:8200052,COOK,,152
COOK:8200054,291,195,505,151.5936018,COOK:8200054,COOK,,152
COOK:9400002,291,210,508,151.5936018,COOK:9400002,COOK,,152
COOK:7700010,290,346,647,151.0726616,COOK:7700010,COOK,,151
COOK:7900003,290,308,607,151.0726616,COOK:7900003,COOK,,151
COOK:8000023,290,317,631,151.0726616,COOK:8000023,COOK,,151
COOK:9300013,290,253,560,151.0726616,COOK:9300013,COOK,,151
COOK:9300045,290,236,535,151.0726616,COOK:9300045,COOK,,151
COOK:8000055,289,377,674,150.5517214,COOK:8000055,COOK,,151
COOK:8000075,289,343,650,150.5517214,COOK:8000075,COOK,,151
COOK:8600011,289,506,856,150.5517214,COOK:8600011,COOK,,151
COOK:9300007,289,195,500,150.5517214,COOK:9300007,COOK,,151
COOK:7600031,288,309,617,150.0307812,COOK:7600031,COOK,,150
COOK:7800043,287,256,546,149.509841,COOK:7800043,COOK,,150
COOK:7400044,286,259,553,148.9889008,COOK:7400044,COOK,,149
COOK:8200030,286,347,671,148.9889008,COOK:8200030,COOK,,149
COOK:9300049,286,239,538,148.9889008,COOK:9300049,COOK,,149
COOK:9700022,286,262,564,148.9889008,COOK:9700022,COOK,,149
COOK:7600017,285,278,576,148.4679605,COOK:7600017,COOK,,148
COOK:9500095,285,33,321,148.4679605,COOK:9500095,COOK,,148
COOK:7400045,284,277,566,147.9470203,COOK:7400045,COOK,,148
COOK:9700028,284,150,476,147.9470203,COOK:9700028,COOK,,148
COOK:8000007,283,244,539,147.4260801,COOK:8000007,COOK,,147
COOK:8600050,283,319,618,147.4260801,COOK:8600050,COOK,,147
COOK:9400013,283,248,558,147.4260801,COOK:9400013,COOK,,147
COOK:7200061,281,275,569,146.3841997,COOK:7200061,COOK,,146
COOK:7900029,281,443,744,146.3841997,COOK:7900029,COOK,,146
COOK:8900031,281,23,307,146.3841997,COOK:8900031,COOK,,146
COOK:9500009,281,13,301,146.3841997,COOK:9500009,COOK,,146
COOK:7200016,280,374,669,145.8632595,COOK:7200016,COOK,,146
COOK:9903002,280,149,438,145.8632595,COOK:9903002,COOK,,146
COOK:7200007,279,57,339,145.3423193,COOK:7200007,COOK,,145
COOK:7900046,279,324,618,145.3423193,COOK:7900046,COOK,,145
COOK:7800044,278,380,664,144.8213791,COOK:7800044,COOK,,145
COOK:8600044,278,251,587,144.8213791,COOK:8600044,COOK,,145
COOK:9500041,278,52,335,144.8213791,COOK:9500041,COOK,,145
COOK:7600012,277,200,489,144.3004388,COOK:7600012,COOK,,144
COOK:8000043,277,296,582,144.3004388,COOK:8000043,COOK,,144
COOK:8000080,277,271,557,144.3004388,COOK:8000080,COOK,,144
COOK:8200025,277,149,436,144.3004388,COOK:8200025,COOK,,144
COOK:9000019,277,185,466,144.3004388,COOK:9000019,COOK,,144
COOK:9400020,277,234,529,144.3004388,COOK:9400020,COOK,,144
COOK:9904004,277,123,409,144.3004388,COOK:9904004,COOK,,144
COOK:8700003,277,295,589,144.3004388,COOK:8700003,COOK,,144
COOK:7200022,276,293,584,143.7794986,COOK:7200022,COOK,,144
COOK:8000033,276,290,587,143.7794986,COOK:8000033,COOK,,144
COOK:9700027,276,267,585,143.7794986,COOK:9700027,COOK,,144
COOK:8800011,275,398,708,143.2585584,COOK:8800011,COOK,,143
COOK:9300004,275,141,431,143.2585584,COOK:9300004,COOK,,143
COOK:9500020,275,202,483,143.2585584,COOK:9500020,COOK,,143
COOK:7900048,274,348,638,142.7376182,COOK:7900048,COOK,,143
COOK:9300050,274,248,535,142.7376182,COOK:9300050,COOK,,143
COOK:7200005,273,198,476,142.216678,COOK:7200005,COOK,,142
COOK:7300008,273,71,351,142.216678,COOK:7300008,COOK,,142
COOK:8600052,273,366,674,142.216678,COOK:8600052,COOK,,142
COOK:9600006,273,210,493,142.216678,COOK:9600006,COOK,,142
COOK:7900068,272,224,506,141.6957378,COOK:7900068,COOK,,142
COOK:8800007,272,447,788,141.6957378,COOK:8800007,COOK,,142
COOK:9500099,272,24,304,141.6957378,COOK:9500099,COOK,,142
COOK:7400038,271,159,439,141.1747976,COOK:7400038,COOK,,141
COOK:8200047,271,133,412,141.1747976,COOK:8200047,COOK,,141
COOK:8800018,271,419,744,141.1747976,COOK:8800018,COOK,,141
COOK:9300005,271,121,398,141.1747976,COOK:9300005,COOK,,141
COOK:9300037,271,172,450,141.1747976,COOK:9300037,COOK,,141
COOK:9700061,271,321,614,141.1747976,COOK:9700061,COOK,,141
COOK:9400008,270,376,681,140.6538574,COOK:9400008,COOK,,141
COOK:9400017,270,194,470,140.6538574,COOK:9400017,COOK,,141
COOK:9904001,270,133,407,140.6538574,COOK:9904001,COOK,,141
COOK:8700007,395,256,663,139.6989906,COOK:8700007,COOK,0.353668331,140
COOK:8000020,268,156,432,139.6119769,COOK:8000020,COOK,,140
COOK:8000083,268,265,550,139.6119769,COOK:8000083,COOK,,140
COOK:8200032,267,122,394,139.0910367,COOK:8200032,COOK,,139
COOK:9902001,267,92,367,139.0910367,COOK:9902001,COOK,,139
COOK:8700023,267,244,520,139.0910367,COOK:8700023,COOK,,139
COOK:7000011,265,314,623,138.0491563,COOK:7000011,COOK,,138
COOK:7800039,265,202,477,138.0491563,COOK:7800039,COOK,,138
COOK:8000065,265,259,535,138.0491563,COOK:8000065,COOK,,138
COOK:9300058,265,241,515,138.0491563,COOK:9300058,COOK,,138
COOK:8600028,264,365,643,137.5282161,COOK:8600028,COOK,,138
COOK:9800026,264,149,421,137.5282161,COOK:9800026,COOK,,138
COOK:8200009,264,246,515,137.5282161,COOK:8200009,COOK,,138
COOK:7800021,263,104,373,137.0072759,COOK:7800021,COOK,,137
COOK:8300033,263,260,531,137.0072759,COOK:8300033,COOK,,137
COOK:7200014,262,178,446,136.4863357,COOK:7200014,COOK,,136
COOK:9300010,262,199,474,136.4863357,COOK:9300010,COOK,,136
COOK:9700020,262,162,432,136.4863357,COOK:9700020,COOK,,136
COOK:7800042,262,518,792,136.4863357,COOK:7800042,COOK,,136
COOK:7400032,261,217,484,135.9653954,COOK:7400032,COOK,,136
COOK:8200004,261,373,680,135.9653954,COOK:8200004,COOK,,136
COOK:7800017,260,338,614,135.4444552,COOK:7800017,COOK,,135
COOK:8600041,260,344,625,135.4444552,COOK:8600041,COOK,,135
COOK:8700049,260,284,555,135.4444552,COOK:8700049,COOK,,135
COOK:9800012,260,174,441,135.4444552,COOK:9800012,COOK,,135
COOK:9908003,259,87,349,134.923515,COOK:9908003,COOK,,135
COOK:8000016,258,226,493,134.4025748,COOK:8000016,COOK,,134
COOK:7200054,257,312,582,133.8816346,COOK:7200054,COOK,,134
COOK:7900022,257,159,419,133.8816346,COOK:7900022,COOK,,134
COOK:7800022,256,247,511,133.3606944,COOK:7800022,COOK,,133
COOK:8000027,256,175,437,133.3606944,COOK:8000027,COOK,,133
COOK:8200008,256,84,345,133.3606944,COOK:8200008,COOK,,133
COOK:9800022,256,118,387,133.3606944,COOK:9800022,COOK,,133
COOK:7800001,256,260,533,133.3606944,COOK:7800001,COOK,,133
COOK:8000012,255,199,457,132.8397542,COOK:8000012,COOK,,133
COOK:8300039,255,196,460,132.8397542,COOK:8300039,COOK,,133
COOK:8600061,255,306,579,132.8397542,COOK:8600061,COOK,,133
COOK:8700004,255,160,419,132.8397542,COOK:8700004,COOK,,133
COOK:7200039,254,26,287,132.318814,COOK:7200039,COOK,,132
COOK:9700048,254,218,486,132.318814,COOK:9700048,COOK,,132
COOK:8600039,253,279,558,131.7978737,COOK:8600039,COOK,,132
COOK:9700024,253,99,363,131.7978737,COOK:9700024,COOK,,132
COOK:9800020,253,150,411,131.7978737,COOK:9800020,COOK,,132
COOK:7900051,252,361,635,131.2769335,COOK:7900051,COOK,,131
COOK:8800031,252,440,760,131.2769335,COOK:8800031,COOK,,131
COOK:9906002,252,127,388,131.2769335,COOK:9906002,COOK,,131
COOK:8800012,251,448,735,130.7559933,COOK:8800012,COOK,,131
COOK:9500060,250,36,291,130.2350531,COOK:9500060,COOK,,130
COOK:7700002,249,335,598,129.7141129,COOK:7700002,COOK,,130
COOK:8600060,249,261,516,129.7141129,COOK:8600060,COOK,,130
COOK:8000038,248,286,539,129.1931727,COOK:8000038,COOK,,129
COOK:9500063,248,73,327,129.1931727,COOK:9500063,COOK,,129
COOK:9600029,247,196,453,128.6722325,COOK:9600029,COOK,,129
COOK:8700033,246,178,433,128.1512923,COOK:8700033,COOK,,128
COOK:7900027,245,280,529,127.630352,COOK:7900027,COOK,,128
COOK:9800003,245,149,399,127.630352,COOK:9800003,COOK,,128
COOK:9500070,244,31,282,127.1094118,COOK:9500070,COOK,,127
COOK:9800018,244,130,379,127.1094118,COOK:9800018,COOK,,127
COOK:8000061,243,202,448,126.5884716,COOK:8000061,COOK,,127
COOK:9500002,243,49,295,126.5884716,COOK:9500002,COOK,,127
COOK:9500102,243,32,283,126.5884716,COOK:9500102,COOK,,127
COOK:7800045,243,370,624,126.5884716,COOK:7800045,COOK,,127
COOK:7400013,242,200,450,126.0675314,COOK:7400013,COOK,,126
COOK:7600029,241,168,412,125.5465912,COOK:7600029,COOK,,126
COOK:8000064,241,324,573,125.5465912,COOK:8000064,COOK,,126
COOK:7100011,240,204,453,125.025651,COOK:7100011,COOK,,125
COOK:7200060,240,280,533,125.025651,COOK:7200060,COOK,,125
COOK:8000001,239,336,601,124.5047108,COOK:8000001,COOK,,125
COOK:7200024,238,272,522,123.9837706,COOK:7200024,COOK,,124
COOK:9800016,235,127,375,122.4209499,COOK:9800016,COOK,,122
COOK:9500097,233,28,263,121.3790695,COOK:9500097,COOK,,121
COOK:7200028,232,217,456,120.8581293,COOK:7200028,COOK,,121
COOK:7800029,232,158,399,120.8581293,COOK:7800029,COOK,,121
COOK:7900066,232,159,396,120.8581293,COOK:7900066,COOK,,121
COOK:8600055,232,303,562,120.8581293,COOK:8600055,COOK,,121
COOK:8600056,232,348,592,120.8581293,COOK:8600056,COOK,,121
COOK:8800004,232,326,582,120.8581293,COOK:8800004,COOK,,121
COOK:9400007,232,188,440,120.8581293,COOK:9400007,COOK,,121
COOK:7900058,230,406,672,119.8162489,COOK:7900058,COOK,,120
COOK:7800037,230,335,573,119.8162489,COOK:7800037,COOK,,120
COOK:8600031,229,257,515,119.2953086,COOK:8600031,COOK,,119
COOK:8600036,229,310,582,119.2953086,COOK:8600036,COOK,,119
COOK:9500030,229,36,269,119.2953086,COOK:9500030,COOK,,119
COOK:7100051,227,27,259,118.2534282,COOK:7100051,COOK,,118
COOK:8700032,317,247,578,117.754504,COOK:8700032,COOK,0.371465312,118
COOK:7800028,226,175,406,117.732488,COOK:7800028,COOK,,118
COOK:8300058,225,191,421,117.2115478,COOK:8300058,COOK,,117
COOK:8700051,225,190,425,117.2115478,COOK:8700051,COOK,,117
COOK:7800041,224,131,358,116.6906076,COOK:7800041,COOK,,117
COOK:7900035,224,486,726,116.6906076,COOK:7900035,COOK,,117
COOK:9800008,224,99,328,116.6906076,COOK:9800008,COOK,,117
COOK:7600003,223,130,361,116.1696674,COOK:7600003,COOK,,116
COOK:7900054,223,153,387,116.1696674,COOK:7900054,COOK,,116
COOK:9700012,223,196,439,116.1696674,COOK:9700012,COOK,,116
COOK:9600077,222,185,413,115.6487272,COOK:9600077,COOK,,116
COOK:8200051,220,248,498,114.6068467,COOK:8200051,COOK,,115
COOK:7600010,219,182,410,114.0859065,COOK:7600010,COOK,,114
COOK:8900014,219,176,398,114.0859065,COOK:8900014,COOK,,114
COOK:8400007,217,466,696,113.0440261,COOK:8400007,COOK,,113
COOK:9500093,216,77,296,112.5230859,COOK:9500093,COOK,,113
COOK:9800007,216,101,322,112.5230859,COOK:9800007,COOK,,113
COOK:7900037,214,229,449,111.4812055,COOK:7900037,COOK,,111
COOK:8600046,214,276,507,111.4812055,COOK:8600046,COOK,,111
COOK:9700055,214,158,378,111.4812055,COOK:9700055,COOK,,111
COOK:8000019,213,268,498,110.9602652,COOK:8000019,COOK,,111
COOK:8800002,212,341,567,110.439325,COOK:8800002,COOK,,110
COOK:9906001,212,101,318,110.439325,COOK:9906001,COOK,,110
COOK:8600019,210,241,482,109.3974446,COOK:8600019,COOK,,109
COOK:8000076,208,181,405,108.3555642,COOK:8000076,COOK,,108
COOK:7800018,208,213,428,108.3555642,COOK:7800018,COOK,,108
COOK:7507003,207,29,253,107.834624,COOK:7507003,COOK,,108
COOK:9500088,207,24,238,107.834624,COOK:9500088,COOK,,108
COOK:8000081,205,368,597,106.7927435,COOK:8000081,COOK,,107
COOK:7800020,204,195,403,106.2718033,COOK:7800020,COOK,,106
COOK:8800021,203,309,537,105.7508631,COOK:8800021,COOK,,106
COOK:9800002,203,108,321,105.7508631,COOK:9800002,COOK,,106
COOK:8000071,201,162,377,104.7089827,COOK:8000071,COOK,,105
COOK:7900004,200,285,494,104.1880425,COOK:7900004,COOK,,104
COOK:7900041,200,265,475,104.1880425,COOK:7900041,COOK,,104
COOK:8600043,198,217,441,103.1461621,COOK:8600043,COOK,,103
COOK:7700009,197,373,580,102.6252218,COOK:7700009,COOK,,103
COOK:7100029,196,14,212,102.1042816,COOK:7100029,COOK,,102
COOK:7100035,196,88,291,102.1042816,COOK:7100035,COOK,,102
COOK:8000057,196,386,593,102.1042816,COOK:8000057,COOK,,102
COOK:7900049,195,252,459,101.5833414,COOK:7900049,COOK,,102
COOK:8600017,195,246,462,101.5833414,COOK:8600017,COOK,,102
COOK:9500100,194,38,241,101.0624012,COOK:9500100,COOK,,101
COOK:9700071,192,319,539,100.0205208,COOK:9700071,COOK,,100
COOK:8800023,191,254,504,99.49958057,COOK:8800023,COOK,,99
COOK:7100053,189,86,278,98.45770015,COOK:7100053,COOK,,98
COOK:8200005,189,311,522,98.45770015,COOK:8200005,COOK,,98
COOK:7800025,189,382,581,98.45770015,COOK:7800025,COOK,,98
COOK:8400010,188,341,534,97.93675994,COOK:8400010,COOK,,98
COOK:7200045,187,37,230,97.41581972,COOK:7200045,COOK,,97
COOK:7800007,187,186,381,97.41581972,COOK:7800007,COOK,,97
COOK:8600030,187,260,479,97.41581972,COOK:8600030,COOK,,97
COOK:8600038,185,205,409,96.3739393,COOK:8600038,COOK,,96
COOK:7800012,184,524,724,95.85299909,COOK:7800012,COOK,,96
COOK:8000011,182,277,471,94.81111866,COOK:8000011,COOK,,95
COOK:9600016,182,187,377,94.81111866,COOK:9600016,COOK,,95
COOK:9700060,179,194,397,93.24829802,COOK:9700060,COOK,,93
COOK:7300004,349,42,394,93.1485649,COOK:7300004,COOK,0.266901332,93
COOK:9400018,178,203,390,92.72735781,COOK:9400018,COOK,,93
COOK:8800034,177,252,450,92.2064176,COOK:8800034,COOK,,92
COOK:8400008,169,366,541,88.0388959,COOK:8400008,COOK,,88
COOK:9000014,169,217,393,88.0388959,COOK:9000014,COOK,,88
COOK:7800002,168,210,387,87.51795569,COOK:7800002,COOK,,88
COOK:9700051,168,297,475,87.51795569,COOK:9700051,COOK,,88
COOK:8800001,166,230,426,86.47607526,COOK:8800001,COOK,,86
COOK:8000028,164,172,373,85.43419484,COOK:8000028,COOK,,85
COOK:7800035,163,113,282,84.91325462,COOK:7800035,COOK,,85
COOK:8000003,163,115,288,84.91325462,COOK:8000003,COOK,,85
COOK:7900032,161,136,299,83.8713742,COOK:7900032,COOK,,84
COOK:8800014,161,228,411,83.8713742,COOK:8800014,COOK,,84
COOK:8800006,158,190,353,82.30855356,COOK:8800006,COOK,,82
COOK:8800005,157,293,510,81.78761335,COOK:8800005,COOK,,82
COOK:8800026,155,277,463,80.74573293,COOK:8800026,COOK,,81
COOK:9400001,155,188,349,80.74573293,COOK:9400001,COOK,,81
COOK:9700001,154,216,402,80.22479271,COOK:9700001,COOK,,80
COOK:8700061,263,350,624,78.90533798,COOK:8700061,COOK,0.300020296,79
COOK:8000066,150,142,297,78.14103186,COOK:8000066,COOK,,78
COOK:7100010,148,12,161,77.09915144,COOK:7100010,COOK,,77
COOK:7200053,147,281,437,76.57821123,COOK:7200053,COOK,,77
COOK:8900007,147,67,219,76.57821123,COOK:8900007,COOK,,77
COOK:7800038,141,159,308,73.45256995,COOK:7800038,COOK,,73
COOK:7900034,139,146,306,72.41068953,COOK:7900034,COOK,,72
COOK:8600012,136,241,387,70.84786889,COOK:8600012,COOK,,71
